Column1.model,Column1.key,Column1.analysis.sentiment.level,Column1.analysis.sarcasm.level,Column1.analysis.comfort.level,Column1.analysis.value.level,Column1.analysis.facilities.level,Column1.analysis.location.level,Column1.analysis.staff.level,Column1.analysis.cleanliness.level,Column1.analysis.food.level
llama-Breeze2_8B,67,正面,未提及,非常好,非常好,一般,未提及,非常好,未提及,一般
llama-Breeze2_8B,69,非常正面,未提及,非常好,未提及,未提及,未提及,未提及,未提及,好
llama-Breeze2_8B,71,正面,未提及,好,非常好,一般,好,未提及,非常好,未提及
llama-Breeze2_8B,72,非常正面,未提及,非常好,未提及,非常好,未提及,非常好,非常好,未提及
llama-Breeze2_8B,73,非常正面,未提及,非常好,未提及,未提及,未提及,非常好,未提及,未提及
llama-Breeze2_8B,75,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
llama-Breeze2_8B,76,中立,未提及,一般,好,一般,好,未提及,一般,未提及
llama-Breeze2_8B,78,正面,未提及,好,未提及,好,未提及,非常好,未提及,未提及
llama-Breeze2_8B,83,非常正面,未提及,非常好,非常好,未提及,未提及,非常好,非常好,未提及
llama-Breeze2_8B,85,非常負面,未提及,差,未提及,差,未提及,未提及,未提及,未提及
llama-Breeze2_8B,87,中立,未提及,好,未提及,好,未提及,好,非常好,未提及
llama-Breeze2_8B,88,非常負面,未提及,非常差,非常差,非常差,未提及,未提及,非常差,未提及
llama-Breeze2_8B,90,負面,未提及,差,差,差,未提及,未提及,差,未提及
llama-Breeze2_8B,98,非常負面,未提及,差,未提及,一般,好,未提及,未提及,未提及
llama-Breeze2_8B,99,非常正面,未提及,好,好,未提及,非常好,非常好,非常好,未提及
llama-Breeze2_8B,103,非常正面,未提及,非常好,未提及,一般,非常好,未提及,非常好,未提及
llama-Breeze2_8B,105,非常正面,未提及,非常好,非常好,非常好,未提及,未提及,非常好,未提及
llama-Breeze2_8B,107,負面,未提及,差,未提及,差,未提及,好,非常差,未提及
llama-Breeze2_8B,108,中立,未提及,一般,一般,差,未提及,一般,未提及,一般
llama-Breeze2_8B,111,非常正面,未提及,非常好,未提及,未提及,未提及,非常好,未提及,非常好
llama-Breeze2_8B,119,負面,未提及,一般,差,未提及,未提及,好,未提及,差
llama-Breeze2_8B,124,正面,未提及,好,未提及,未提及,差,好,未提及,一般
llama-Breeze2_8B,126,正面,未提及,一般,好,一般,好,未提及,好,未提及
llama-Breeze2_8B,129,非常負面,未提及,差,非常差,一般,未提及,非常差,未提及,一般
llama-Breeze2_8B,130,非常負面,未提及,非常差,非常差,非常差,未提及,非常差,非常差,未提及
llama-Breeze2_8B,133,非常正面,未提及,非常好,未提及,未提及,非常好,未提及,未提及,未提及
llama-Breeze2_8B,134,負面,未提及,差,未提及,非常差,好,未提及,差,未提及
llama-Breeze2_8B,135,正面,未提及,好,未提及,一般,好,非常好,好,未提及
llama-Breeze2_8B,137,非常負面,未提及,差,未提及,差,未提及,差,差,未提及
llama-Breeze2_8B,139,中立,未提及,差,未提及,一般,好,未提及,未提及,未提及
llama-Breeze2_8B,140,非常正面,未提及,非常好,未提及,未提及,未提及,非常好,非常好,未提及
llama-Breeze2_8B,141,非常正面,未提及,非常好,未提及,非常好,非常好,非常好,非常好,一般
llama-Breeze2_8B,142,非常正面,未提及,一般,未提及,一般,非常好,非常好,一般,未提及
llama-Breeze2_8B,143,正面,未提及,一般,差,未提及,好,未提及,未提及,好
llama-Breeze2_8B,144,非常負面,未提及,非常差,非常差,差,未提及,未提及,非常差,未提及
llama-Breeze2_8B,146,正面,未提及,一般,好,一般,未提及,好,一般,未提及
llama-Breeze2_8B,148,非常負面,未提及,非常差,非常差,差,未提及,差,非常差,未提及
llama-Breeze2_8B,149,正面,未提及,好,非常好,好,非常好,好,好,好
llama-Breeze2_8B,150,負面,未提及,差,未提及,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,151,正面,未提及,一般,好,一般,未提及,未提及,未提及,未提及
llama-Breeze2_8B,154,非常負面,未提及,非常差,非常差,非常差,未提及,非常差,未提及,未提及
llama-Breeze2_8B,155,非常正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,157,非常正面,未提及,非常好,非常好,未提及,非常好,非常好,未提及,未提及
llama-Breeze2_8B,160,非常負面,未提及,非常差,未提及,差,未提及,非常差,未提及,未提及
llama-Breeze2_8B,161,非常負面,未提及,差,一般,一般,未提及,非常差,非常差,未提及
llama-Breeze2_8B,164,負面,未提及,差,未提及,差,未提及,差,差,未提及
llama-Breeze2_8B,165,非常負面,未提及,非常差,未提及,非常差,未提及,未提及,非常差,未提及
llama-Breeze2_8B,166,負面,未提及,好,未提及,一般,差,未提及,差,未提及
llama-Breeze2_8B,167,非常正面,未提及,好,一般,好,非常好,非常好,非常好,一般
llama-Breeze2_8B,168,正面,未提及,好,一般,好,差,好,非常好,未提及
llama-Breeze2_8B,169,非常正面,未提及,非常好,非常好,未提及,未提及,非常好,非常好,未提及
llama-Breeze2_8B,171,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,未提及,非常好
llama-Breeze2_8B,172,中立,未提及,一般,未提及,未提及,未提及,一般,未提及,未提及
llama-Breeze2_8B,173,中立,未提及,一般,好,未提及,未提及,未提及,好,一般
llama-Breeze2_8B,174,正面,未提及,一般,未提及,好,非常好,未提及,一般,好
llama-Breeze2_8B,175,負面,未提及,差,差,差,好,差,一般,未提及
llama-Breeze2_8B,176,非常正面,未提及,非常好,非常好,未提及,未提及,非常好,未提及,未提及
llama-Breeze2_8B,178,非常負面,未提及,非常差,非常差,未提及,未提及,未提及,非常差,未提及
llama-Breeze2_8B,180,非常負面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,182,正面,未提及,好,未提及,好,差,好,好,未提及
llama-Breeze2_8B,184,非常正面,未提及,非常好,未提及,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,185,中立,未提及,差,差,差,好,未提及,差,未提及
llama-Breeze2_8B,186,中立,未提及,一般,未提及,一般,好,未提及,一般,未提及
llama-Breeze2_8B,187,負面,未提及,差,未提及,未提及,非常好,未提及,未提及,未提及
llama-Breeze2_8B,188,正面,未提及,一般,好,一般,好,好,未提及,好
llama-Breeze2_8B,189,負面,未提及,非常差,一般,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,190,中立,未提及,差,未提及,一般,好,未提及,差,未提及
llama-Breeze2_8B,191,非常正面,未提及,非常好,未提及,非常好,非常好,未提及,非常好,未提及
llama-Breeze2_8B,194,正面,未提及,好,好,一般,未提及,非常好,一般,未提及
llama-Breeze2_8B,199,非常負面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,200,非常正面,未提及,非常好,非常好,非常好,未提及,非常好,非常好,未提及
llama-Breeze2_8B,201,中立,未提及,一般,未提及,一般,未提及,未提及,一般,未提及
llama-Breeze2_8B,205,非常正面,未提及,非常好,非常好,未提及,未提及,非常好,非常好,非常好
llama-Breeze2_8B,206,非常負面,有反諷,差,未提及,差,未提及,未提及,未提及,未提及
llama-Breeze2_8B,207,正面,未提及,非常好,未提及,一般,未提及,未提及,非常好,未提及
llama-Breeze2_8B,209,非常負面,未提及,非常差,非常差,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,214,負面,未提及,差,差,差,未提及,未提及,差,未提及
llama-Breeze2_8B,216,正面,未提及,好,一般,好,一般,好,好,一般
llama-Breeze2_8B,222,非常負面,未提及,非常差,未提及,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,223,非常負面,未提及,差,非常差,一般,未提及,非常差,未提及,未提及
llama-Breeze2_8B,225,中立,未提及,差,好,差,好,未提及,好,未提及
llama-Breeze2_8B,227,正面,未提及,好,好,非常好,未提及,好,未提及,好
llama-Breeze2_8B,228,正面,未提及,好,未提及,好,未提及,好,好,未提及
llama-Breeze2_8B,229,非常正面,未提及,非常好,未提及,一般,未提及,非常好,非常好,未提及
llama-Breeze2_8B,231,負面,未提及,一般,未提及,未提及,好,差,未提及,未提及
llama-Breeze2_8B,233,非常正面,未提及,未提及,非常好,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,234,正面,未提及,好,好,一般,非常好,未提及,好,未提及
llama-Breeze2_8B,239,非常正面,未提及,非常好,未提及,一般,未提及,非常好,未提及,非常好
llama-Breeze2_8B,241,非常正面,未提及,非常好,未提及,一般,未提及,未提及,非常好,非常好
llama-Breeze2_8B,244,負面,未提及,差,一般,差,好,未提及,一般,未提及
llama-Breeze2_8B,245,非常正面,未提及,非常好,未提及,非常好,非常好,非常好,非常好,未提及
llama-Breeze2_8B,248,非常負面,未提及,非常差,未提及,差,未提及,差,非常差,未提及
llama-Breeze2_8B,249,中立,未提及,好,未提及,未提及,未提及,差,未提及,未提及
llama-Breeze2_8B,252,非常負面,未提及,差,未提及,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,253,正面,未提及,非常好,未提及,非常好,未提及,非常好,未提及,未提及
llama-Breeze2_8B,255,負面,未提及,差,未提及,差,未提及,未提及,差,好
llama-Breeze2_8B,258,中立,未提及,好,未提及,好,好,未提及,好,未提及
llama-Breeze2_8B,259,非常負面,未提及,非常差,非常差,非常差,未提及,一般,未提及,一般
llama-Breeze2_8B,261,非常正面,未提及,未提及,非常好,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,262,非常正面,未提及,非常好,非常好,未提及,非常好,非常好,非常好,未提及
llama-Breeze2_8B,263,非常負面,未提及,差,未提及,未提及,未提及,差,差,未提及
llama-Breeze2_8B,264,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
llama-Breeze2_8B,266,正面,未提及,好,好,好,好,好,一般,未提及
llama-Breeze2_8B,268,非常負面,未提及,差,未提及,一般,未提及,未提及,未提及,未提及
llama-Breeze2_8B,269,非常正面,未提及,非常好,未提及,未提及,非常好,非常好,未提及,非常好
llama-Breeze2_8B,270,負面,未提及,差,一般,差,未提及,一般,差,未提及
llama-Breeze2_8B,275,正面,未提及,非常好,未提及,未提及,未提及,未提及,未提及,非常好
llama-Breeze2_8B,276,中立,未提及,差,好,好,好,好,未提及,一般
llama-Breeze2_8B,277,非常正面,未提及,非常好,非常好,非常好,非常好,未提及,非常好,未提及
llama-Breeze2_8B,280,中立,未提及,未提及,未提及,未提及,非常好,未提及,未提及,未提及
llama-Breeze2_8B,282,正面,未提及,非常好,未提及,一般,好,非常好,非常好,非常好
llama-Breeze2_8B,283,非常正面,未提及,非常好,未提及,非常好,非常好,未提及,未提及,未提及
llama-Breeze2_8B,287,中立,未提及,一般,差,未提及,非常好,未提及,一般,未提及
llama-Breeze2_8B,288,正面,未提及,未提及,未提及,好,非常好,未提及,未提及,好
llama-Breeze2_8B,290,正面,未提及,好,好,一般,未提及,未提及,未提及,未提及
llama-Breeze2_8B,291,正面,未提及,一般,未提及,一般,好,未提及,未提及,未提及
llama-Breeze2_8B,292,正面,未提及,好,一般,好,未提及,好,非常好,未提及
llama-Breeze2_8B,293,負面,未提及,差,差,一般,未提及,一般,未提及,未提及
llama-Breeze2_8B,294,非常正面,未提及,非常好,非常好,未提及,未提及,非常好,未提及,未提及
llama-Breeze2_8B,300,非常負面,未提及,非常差,非常差,非常差,未提及,非常差,非常差,未提及
llama-Breeze2_8B,301,負面,未提及,一般,未提及,一般,未提及,非常差,一般,未提及
llama-Breeze2_8B,303,正面,未提及,非常好,未提及,好,未提及,好,非常好,未提及
llama-Breeze2_8B,304,非常正面,未提及,非常好,未提及,非常好,未提及,未提及,未提及,未提及
llama-Breeze2_8B,305,中立,未提及,差,未提及,好,非常好,未提及,未提及,未提及
llama-Breeze2_8B,307,非常正面,未提及,非常好,未提及,未提及,非常好,非常好,非常好,未提及
llama-Breeze2_8B,308,正面,未提及,一般,好,一般,未提及,好,未提及,未提及
llama-Breeze2_8B,310,非常負面,未提及,未提及,一般,未提及,未提及,差,未提及,未提及
llama-Breeze2_8B,311,正面,未提及,好,非常好,一般,好,未提及,非常好,未提及
llama-Breeze2_8B,312,非常正面,未提及,非常好,未提及,非常好,非常好,未提及,非常好,未提及
llama-Breeze2_8B,318,正面,未提及,一般,好,差,好,好,一般,未提及
llama-Breeze2_8B,319,非常負面,未提及,非常差,非常差,非常差,未提及,差,非常差,未提及
llama-Breeze2_8B,324,正面,未提及,好,一般,一般,好,好,好,一般
llama-Breeze2_8B,325,非常正面,未提及,好,好,好,非常好,好,好,未提及
llama-Breeze2_8B,329,非常正面,未提及,非常好,未提及,未提及,未提及,非常好,非常好,未提及
llama-Breeze2_8B,330,中立,未提及,一般,未提及,一般,好,未提及,未提及,未提及
llama-Breeze2_8B,331,正面,未提及,差,未提及,差,好,未提及,未提及,未提及
llama-Breeze2_8B,332,正面,未提及,好,一般,好,非常好,未提及,非常好,未提及
llama-Breeze2_8B,334,中立,未提及,差,好,一般,好,非常好,未提及,未提及
llama-Breeze2_8B,335,非常負面,未提及,差,一般,好,一般,好,非常差,未提及
llama-Breeze2_8B,336,非常正面,未提及,好,未提及,未提及,非常好,非常好,好,未提及
llama-Breeze2_8B,337,非常負面,未提及,非常差,非常差,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,338,非常正面,未提及,非常好,未提及,非常好,非常好,非常好,非常好,未提及
llama-Breeze2_8B,341,非常負面,未提及,差,未提及,一般,未提及,一般,未提及,未提及
llama-Breeze2_8B,342,負面,未提及,差,未提及,差,好,一般,非常差,未提及
llama-Breeze2_8B,345,非常正面,未提及,非常好,未提及,未提及,非常好,未提及,未提及,未提及
llama-Breeze2_8B,348,正面,未提及,一般,非常好,未提及,未提及,非常好,未提及,非常好
llama-Breeze2_8B,349,負面,未提及,差,一般,差,一般,未提及,未提及,未提及
llama-Breeze2_8B,350,非常正面,未提及,非常好,一般,非常好,未提及,非常好,非常好,未提及
llama-Breeze2_8B,351,正面,未提及,非常好,未提及,好,一般,好,未提及,好
llama-Breeze2_8B,354,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,非常好
llama-Breeze2_8B,357,非常負面,未提及,非常差,未提及,差,未提及,未提及,非常差,未提及
llama-Breeze2_8B,358,非常負面,未提及,非常差,非常差,非常差,未提及,非常差,未提及,非常差
llama-Breeze2_8B,361,正面,未提及,好,未提及,非常好,未提及,未提及,未提及,未提及
llama-Breeze2_8B,362,非常正面,未提及,非常好,非常好,未提及,未提及,非常好,未提及,未提及
llama-Breeze2_8B,363,非常正面,未提及,非常好,未提及,非常好,未提及,非常好,未提及,未提及
llama-Breeze2_8B,366,非常正面,未提及,好,非常好,一般,好,未提及,好,好
llama-Breeze2_8B,368,非常正面,未提及,非常好,未提及,未提及,非常好,非常好,未提及,未提及
llama-Breeze2_8B,369,非常負面,未提及,差,非常差,差,未提及,差,未提及,未提及
llama-Breeze2_8B,378,中立,未提及,一般,未提及,一般,差,未提及,差,未提及
llama-Breeze2_8B,381,非常負面,未提及,非常差,未提及,非常差,未提及,未提及,非常差,未提及
llama-Breeze2_8B,384,負面,未提及,一般,好,差,一般,未提及,未提及,未提及
llama-Breeze2_8B,385,非常正面,未提及,非常好,未提及,未提及,未提及,未提及,未提及,非常好
llama-Breeze2_8B,386,中立,未提及,差,未提及,一般,差,未提及,未提及,好
llama-Breeze2_8B,387,非常負面,未提及,差,非常差,一般,好,差,一般,未提及
llama-Breeze2_8B,388,非常負面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
llama-Breeze2_8B,392,非常負面,未提及,非常差,非常差,非常差,未提及,非常差,非常差,未提及
llama-Breeze2_8B,394,正面,未提及,非常好,非常好,非常好,未提及,非常好,未提及,未提及
llama-Breeze2_8B,396,非常正面,未提及,非常好,未提及,未提及,好,非常好,非常好,未提及
llama-Breeze2_8B,398,非常正面,未提及,非常好,未提及,未提及,非常好,未提及,未提及,未提及
人工標註,0,正面,未提及,未提及,未提及,未提及,非常好,非常好,未提及,未提及
人工標註,1,非常正面,未提及,好,未提及,好,非常好,好,好,未提及
人工標註,2,正面,未提及,未提及,非常好,未提及,非常好,未提及,未提及,未提及
人工標註,3,非常負面,有諷刺,未提及,未提及,未提及,未提及,非常差,未提及,未提及
人工標註,4,非常正面,未提及,非常好,好,好,非常好,非常好,好,未提及
人工標註,5,負面,有諷刺,差,未提及,差,未提及,未提及,未提及,未提及
人工標註,6,正面,未提及,好,一般,好,差,非常好,未提及,差
人工標註,7,非常負面,未提及,非常差,未提及,差,未提及,差,差,未提及
人工標註,8,正面,未提及,一般,好,一般,非常好,非常好,好,未提及
人工標註,9,中立,未提及,差,未提及,一般,好,未提及,未提及,好
人工標註,10,正面,未提及,一般,好,好,非常好,未提及,未提及,未提及
人工標註,11,非常正面,未提及,非常好,非常好,好,好,非常好,一般,非常好
人工標註,12,非常負面,有諷刺,非常差,非常差,差,未提及,未提及,非常差,未提及
人工標註,13,非常正面,未提及,好,未提及,未提及,未提及,非常好,好,未提及
人工標註,14,負面,有諷刺,差,好,未提及,未提及,差,差,一般
人工標註,15,非常負面,有諷刺,差,差,差,未提及,未提及,未提及,未提及
人工標註,16,負面,有諷刺,差,差,差,未提及,差,未提及,未提及
人工標註,17,非常正面,未提及,非常好,好,非常好,未提及,非常好,非常好,非常好
人工標註,18,正面,未提及,好,好,未提及,未提及,好,未提及,一般
人工標註,19,非常負面,未提及,非常差,未提及,非常差,好,好,非常差,差
人工標註,20,非常負面,有諷刺,非常差,未提及,非常差,未提及,未提及,非常差,未提及
人工標註,21,非常正面,未提及,好,未提及,好,好,非常好,未提及,未提及
人工標註,22,負面,未提及,未提及,未提及,非常差,未提及,非常差,未提及,未提及
人工標註,23,非常正面,未提及,非常好,非常好,好,好,好,好,非常好
人工標註,24,正面,未提及,好,未提及,未提及,未提及,未提及,未提及,未提及
人工標註,25,正面,未提及,好,非常好,好,非常好,一般,好,未提及
人工標註,26,負面,未提及,未提及,未提及,未提及,未提及,好,差,未提及
人工標註,27,非常負面,未提及,非常差,非常差,非常差,未提及,差,差,未提及
人工標註,28,中立,未提及,差,一般,一般,非常好,非常好,好,一般
人工標註,29,中立,未提及,差,好,一般,非常好,未提及,未提及,未提及
人工標註,30,非常負面,未提及,未提及,未提及,好,未提及,非常差,未提及,一般
人工標註,31,非常負面,未提及,非常差,非常差,非常差,未提及,未提及,非常差,未提及
人工標註,32,正面,未提及,好,未提及,好,好,好,非常好,非常好
人工標註,33,中立,未提及,一般,未提及,一般,未提及,未提及,差,未提及
人工標註,34,正面,未提及,好,未提及,一般,好,好,好,未提及
人工標註,35,非常負面,未提及,非常差,未提及,未提及,未提及,非常差,未提及,非常差
人工標註,36,非常正面,未提及,非常好,未提及,好,非常好,非常好,好,未提及
人工標註,37,中立,未提及,一般,一般,一般,一般,差,好,未提及
人工標註,38,非常正面,未提及,好,好,一般,好,好,未提及,未提及
人工標註,39,負面,未提及,一般,一般,好,未提及,差,未提及,未提及
人工標註,40,非常正面,未提及,非常差,非常差,非常差,差,未提及,差,未提及
人工標註,41,正面,未提及,一般,好,未提及,好,未提及,好,未提及
人工標註,42,正面,未提及,好,未提及,好,好,未提及,未提及,未提及
人工標註,43,非常正面,未提及,好,未提及,好,未提及,好,未提及,未提及
人工標註,44,非常正面,未提及,非常好,未提及,好,好,好,未提及,未提及
人工標註,45,非常負面,未提及,差,未提及,未提及,未提及,差,未提及,未提及
人工標註,46,非常正面,未提及,非常好,好,好,好,非常好,好,未提及
人工標註,47,正面,未提及,好,好,一般,好,未提及,好,好
人工標註,48,正面,未提及,好,非常好,未提及,未提及,未提及,未提及,未提及
人工標註,49,正面,未提及,一般,未提及,一般,好,未提及,未提及,未提及
人工標註,50,正面,未提及,一般,非常好,一般,好,好,好,未提及
人工標註,51,正面,未提及,好,未提及,一般,好,非常好,非常好,好
人工標註,52,非常負面,有諷刺,非常差,差,差,未提及,差,差,差
人工標註,53,中立,未提及,差,未提及,一般,好,非常好,非常差,未提及
人工標註,54,負面,未提及,差,未提及,差,未提及,差,未提及,未提及
人工標註,55,正面,未提及,好,一般,好,未提及,未提及,好,未提及
人工標註,56,非常正面,未提及,非常好,未提及,好,未提及,未提及,未提及,非常好
人工標註,57,非常負面,未提及,未提及,未提及,差,未提及,未提及,未提及,未提及
人工標註,58,負面,未提及,差,一般,未提及,好,未提及,差,未提及
人工標註,59,中立,未提及,差,未提及,差,一般,未提及,未提及,一般
人工標註,60,負面,未提及,差,未提及,未提及,未提及,非常差,未提及,好
人工標註,61,負面,有諷刺,好,未提及,好,未提及,非常差,未提及,未提及
人工標註,62,正面,有諷刺,一般,好,好,未提及,未提及,好,未提及
人工標註,63,正面,未提及,好,未提及,未提及,未提及,非常好,好,未提及
人工標註,64,負面,未提及,差,未提及,差,未提及,未提及,差,未提及
人工標註,65,中立,未提及,一般,好,好,未提及,未提及,未提及,未提及
人工標註,66,非常負面,未提及,差,差,差,未提及,一般,差,未提及
人工標註,67,正面,未提及,好,好,好,未提及,好,未提及,一般
人工標註,68,負面,未提及,差,差,差,差,差,一般,未提及
人工標註,69,正面,未提及,好,未提及,好,未提及,未提及,未提及,一般
人工標註,70,非常正面,未提及,非常好,未提及,未提及,未提及,非常好,非常好,未提及
人工標註,71,正面,未提及,一般,非常好,好,好,未提及,好,未提及
人工標註,72,負面,有諷刺,未提及,未提及,未提及,未提及,未提及,差,未提及
人工標註,73,非常正面,未提及,未提及,未提及,未提及,未提及,非常好,未提及,未提及
人工標註,74,正面,未提及,好,未提及,好,好,好,未提及,未提及
人工標註,75,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,未提及,未提及
人工標註,76,正面,未提及,一般,未提及,一般,好,好,未提及,好
人工標註,77,中立,未提及,未提及,非常差,未提及,非常好,好,未提及,差
人工標註,78,正面,未提及,未提及,未提及,好,未提及,好,未提及,未提及
人工標註,79,負面,未提及,差,未提及,差,好,未提及,好,未提及
人工標註,80,非常負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,未提及
人工標註,81,正面,未提及,差,未提及,未提及,未提及,好,好,未提及
人工標註,82,非常正面,未提及,好,未提及,好,好,非常好,未提及,好
人工標註,83,非常正面,未提及,好,好,一般,未提及,好,好,未提及
人工標註,84,非常正面,未提及,好,未提及,好,差,未提及,未提及,未提及
人工標註,85,非常負面,未提及,非常差,未提及,差,未提及,未提及,未提及,未提及
人工標註,86,正面,未提及,未提及,未提及,未提及,差,好,未提及,好
人工標註,87,中立,未提及,一般,未提及,未提及,未提及,好,好,好
人工標註,88,非常負面,未提及,差,未提及,差,未提及,未提及,非常差,未提及
人工標註,89,正面,未提及,差,好,一般,好,好,未提及,未提及
人工標註,90,非常負面,未提及,差,差,非常差,未提及,未提及,未提及,未提及
人工標註,91,非常正面,未提及,非常好,好,非常好,好,非常好,未提及,非常好
人工標註,92,非常正面,未提及,未提及,未提及,好,好,非常好,未提及,未提及
人工標註,93,負面,未提及,差,未提及,差,未提及,未提及,未提及,未提及
人工標註,94,正面,未提及,好,好,好,非常好,好,未提及,未提及
人工標註,95,非常正面,未提及,非常好,未提及,非常好,非常好,非常好,未提及,好
人工標註,96,負面,未提及,一般,未提及,未提及,未提及,非常差,未提及,未提及
人工標註,97,負面,未提及,差,好,未提及,好,好,好,未提及
人工標註,98,負面,有諷刺,差,未提及,差,好,差,未提及,未提及
人工標註,99,非常正面,未提及,未提及,非常好,未提及,好,好,好,未提及
人工標註,100,中立,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
人工標註,101,正面,未提及,未提及,未提及,未提及,好,好,好,未提及
人工標註,102,正面,未提及,一般,好,未提及,未提及,好,未提及,未提及
人工標註,103,正面,未提及,好,未提及,一般,好,未提及,好,未提及
人工標註,104,非常負面,有諷刺,未提及,未提及,未提及,未提及,非常差,未提及,未提及
人工標註,105,正面,未提及,好,好,好,未提及,未提及,好,未提及
人工標註,106,非常負面,未提及,非常差,未提及,差,未提及,未提及,差,未提及
人工標註,107,負面,未提及,差,未提及,未提及,未提及,好,差,未提及
人工標註,108,中立,未提及,一般,差,差,差,一般,差,一般
人工標註,109,正面,有諷刺,好,好,未提及,未提及,好,好,未提及
人工標註,110,中立,未提及,一般,未提及,一般,未提及,未提及,未提及,未提及
人工標註,111,非常正面,未提及,非常好,未提及,好,未提及,非常好,未提及,非常好
人工標註,112,非常正面,未提及,非常好,未提及,好,未提及,非常好,好,好
人工標註,113,中立,未提及,一般,好,好,差,非常好,未提及,未提及
人工標註,114,非常負面,未提及,非常差,未提及,差,差,差,未提及,未提及
人工標註,115,中立,未提及,一般,未提及,一般,好,未提及,未提及,未提及
人工標註,116,正面,未提及,好,好,好,好,未提及,未提及,未提及
人工標註,117,非常正面,未提及,好,非常好,好,未提及,非常好,未提及,未提及
人工標註,118,非常正面,未提及,好,好,未提及,好,好,未提及,好
人工標註,119,負面,未提及,未提及,差,未提及,未提及,好,未提及,差
人工標註,120,負面,未提及,差,未提及,未提及,未提及,未提及,未提及,非常差
人工標註,121,非常正面,未提及,非常好,未提及,未提及,未提及,非常好,未提及,未提及
人工標註,122,中立,未提及,一般,未提及,一般,未提及,未提及,好,未提及
人工標註,123,非常負面,未提及,非常差,非常差,差,非常好,好,非常差,未提及
人工標註,124,正面,未提及,好,未提及,未提及,好,好,未提及,一般
人工標註,125,正面,未提及,好,未提及,未提及,未提及,一般,非常好,未提及
人工標註,126,正面,未提及,一般,非常好,一般,非常好,未提及,好,未提及
人工標註,127,非常負面,未提及,非常差,非常差,非常差,好,差,差,未提及
人工標註,128,中立,未提及,差,好,差,好,好,一般,未提及
人工標註,129,非常負面,未提及,差,未提及,未提及,未提及,差,未提及,未提及
人工標註,130,非常負面,有諷刺,非常差,未提及,差,未提及,非常差,未提及,未提及
人工標註,131,非常正面,未提及,好,未提及,好,一般,非常好,好,非常好
人工標註,132,負面,未提及,差,差,差,好,未提及,差,未提及
人工標註,133,正面,未提及,好,未提及,未提及,未提及,未提及,未提及,未提及
人工標註,134,負面,未提及,差,未提及,差,好,好,非常差,未提及
人工標註,135,非常正面,未提及,好,未提及,好,非常好,好,好,未提及
人工標註,136,正面,未提及,好,非常好,一般,非常好,非常好,未提及,未提及
人工標註,137,非常負面,有諷刺,非常差,未提及,非常差,未提及,差,差,未提及
人工標註,138,非常負面,未提及,非常差,未提及,差,非常差,未提及,差,未提及
人工標註,139,負面,未提及,差,未提及,差,好,差,未提及,未提及
人工標註,140,非常正面,未提及,好,未提及,好,未提及,好,好,未提及
人工標註,141,非常正面,未提及,好,未提及,好,好,好,好,一般
人工標註,142,非常正面,未提及,好,未提及,一般,好,非常好,好,未提及
人工標註,143,正面,未提及,一般,差,一般,好,未提及,未提及,好
人工標註,144,非常負面,有諷刺,非常差,非常差,非常差,未提及,未提及,非常差,未提及
人工標註,145,非常正面,未提及,好,未提及,好,未提及,未提及,未提及,未提及
人工標註,146,正面,未提及,好,未提及,好,未提及,未提及,好,未提及
人工標註,147,非常正面,未提及,非常好,好,好,未提及,未提及,未提及,未提及
人工標註,148,非常負面,有諷刺,非常差,非常差,非常差,未提及,差,非常差,未提及
人工標註,149,正面,未提及,好,未提及,好,好,好,好,好
人工標註,150,非常負面,未提及,非常差,未提及,未提及,未提及,差,未提及,未提及
人工標註,151,正面,未提及,一般,好,一般,一般,未提及,未提及,未提及
人工標註,152,非常正面,未提及,非常好,未提及,好,非常好,非常好,未提及,未提及
人工標註,153,負面,未提及,差,未提及,未提及,未提及,一般,非常差,未提及
人工標註,154,非常負面,未提及,非常差,未提及,非常差,未提及,非常差,未提及,未提及
人工標註,155,非常正面,未提及,未提及,未提及,好,非常好,非常好,未提及,未提及
人工標註,156,正面,未提及,未提及,未提及,未提及,非常好,好,未提及,未提及
人工標註,157,正面,未提及,未提及,非常好,未提及,非常好,非常好,未提及,未提及
